2	0	4
50	0	2
35	0	2
24	0	2
40	0	1
73	0	2
11	0	2
62	0	2
78	0	2
31	0	1
48	1	2
64	1	0
33	1	2
17	1	2
70	1	2
54	1	2
23	1	0
42	1	3
12	1	4
77	1	1
16	2	2
49	2	4
52	2	0
6	2	3
56	2	3
40	2	0
44	2	3
29	2	2
78	2	3
30	2	3
2	3	2
6	3	2
8	3	5
9	3	2
73	3	2
27	3	1
76	3	1
77	3	3
14	3	1
78	3	2
32	4	2
54	4	2
39	4	3
55	4	4
26	4	0
60	4	5
29	4	1
46	4	2
14	4	2
31	4	5
0	5	2
32	5	0
48	5	2
16	5	2
33	5	2
50	5	0
3	5	0
22	5	0
12	5	2
31	5	1
32	6	5
16	6	2
49	6	1
17	6	2
51	6	0
53	6	4
57	6	1
11	6	2
59	6	2
76	6	4
17	7	1
1	7	2
51	7	2
36	7	1
68	7	3
37	7	1
58	7	2
43	7	4
59	7	2
47	7	1
2	8	1
3	8	0
4	8	1
54	8	1
71	8	3
23	8	2
57	8	2
75	8	4
76	8	2
78	8	5
49	9	1
51	9	5
68	9	4
53	9	4
70	9	2
7	9	3
8	9	2
13	9	1
77	9	1
47	9	1
0	10	2
32	10	2
18	10	5
34	10	0
36	10	2
23	10	2
73	10	2
9	10	2
11	10	5
12	10	0
64	11	4
0	11	2
67	11	2
4	11	2
20	11	2
56	11	3
73	11	2
57	11	4
45	11	2
63	11	1
66	12	4
67	12	2
35	12	2
68	12	0
20	12	3
6	12	3
22	12	0
8	12	2
42	12	2
59	12	2
0	13	3
49	13	2
50	13	2
51	13	0
20	13	2
37	13	1
12	13	5
28	13	2
76	13	2
30	13	5
16	14	1
50	14	2
20	14	0
52	14	0
23	14	2
39	14	2
9	14	3
43	14	2
31	14	0
63	14	5
20	15	2
5	15	2
37	15	5
70	15	2
39	15	5
23	15	2
71	15	2
41	15	2
61	15	2
79	15	2
39	16	0
23	16	4
73	16	5
9	16	2
26	16	5
74	16	5
42	16	5
43	16	5
30	16	5
78	16	4
16	17	5
33	17	5
67	17	5
69	17	1
21	17	4
7	17	5
56	17	2
57	17	1
75	17	5
77	17	2
67	18	1
19	18	1
68	18	3
22	18	2
55	18	3
56	18	4
40	18	1
26	18	2
27	18	2
43	18	2
48	19	2
33	19	5
34	19	1
19	19	5
25	19	2
10	19	3
29	19	2
77	19	1
30	19	2
47	19	4
4	20	3
36	20	5
68	20	4
55	20	1
23	20	2
10	20	5
45	20	1
14	20	2
30	20	2
47	20	2
65	21	2
19	21	2
53	21	1
71	21	2
55	21	2
43	21	2
12	21	1
76	21	1
63	21	1
15	21	2
0	22	5
65	22	5
3	22	2
67	22	5
38	22	5
9	22	1
25	22	5
44	22	5
62	22	5
15	22	5
32	23	0
17	23	2
2	23	1
34	23	2
18	23	0
50	23	2
5	23	2
55	23	2
12	23	3
63	23	3
36	24	0
20	24	0
37	24	4
38	24	0
70	24	0
39	24	0
74	24	0
75	24	4
14	24	0
47	24	0
1	25	2
7	25	1
39	25	2
26	25	2
74	25	2
59	25	2
30	25	1
31	25	2
15	25	1
79	25	2
32	26	1
16	26	1
49	26	0
34	26	2
22	26	2
72	26	3
9	26	2
41	26	2
43	26	5
45	26	2
0	27	4
48	27	2
49	27	2
34	27	2
18	27	1
28	27	2
78	27	3
62	27	2
30	27	1
15	27	1
49	28	5
41	28	2
74	28	2
26	28	2
11	28	2
28	28	2
12	28	5
29	28	1
61	28	1
31	28	2
2	29	2
51	29	0
67	29	2
38	29	2
71	29	1
41	29	2
11	29	2
28	29	2
46	29	1
79	29	2
65	30	4
51	30	4
52	30	2
20	30	5
53	30	1
58	30	2
27	30	0
61	30	2
45	30	2
47	30	1
64	31	2
35	31	2
52	31	4
38	31	2
23	31	1
41	31	2
26	31	2
29	31	1
63	31	2
15	31	1
2	32	2
18	32	5
21	32	1
5	32	2
22	32	2
71	32	2
74	32	2
44	32	3
61	32	2
63	32	2
16	33	5
50	33	5
6	33	5
39	33	5
71	33	1
72	33	2
11	33	2
76	33	2
79	33	5
47	33	1
16	34	2
32	34	2
34	34	2
21	34	3
73	34	2
42	34	2
12	34	4
44	34	5
14	34	2
15	34	5
19	35	2
67	35	4
37	35	2
21	35	4
6	35	4
25	35	2
77	35	3
29	35	2
46	35	0
62	35	2
65	36	2
67	36	1
54	36	2
6	36	5
24	36	4
